Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7/1/2014,432,453,432,450.95,445.5457109,608859,15913,271274516,171426,28.16,21,18.95
7/2/2014,450.15,458.3,445,455,452.5826071,648631,16208,293559109,129931,20.03,13.3,4.85
7/3/2014,456,471.8,456,468.8,468.5303934,351145,9116,164522105,98213,27.97,15.8,12.8
7/4/2014,469.35,474.2,466.2,468.45,469.7433429,330924,9538,155449346,56970,17.22,8,-0.9
7/7/2014,473,479.95,472.2,478.75,476.0976636,398818,9883,189876318,155588,39.01,7.75,5.75
7/8/2014,480,484.05,465.5,468.4,476.0395589,459669,12196,218820628,103150,22.44,18.55,-11.6
7/9/2014,469.4,469.9,453,456.9,459.3470264,284961,8821,130895988,59222,20.78,16.9,-12.5
7/10/2014,460.25,474.8,450.2,452.85,461.0345091,444115,12098,204752341,34664,7.81,24.6,-7.4
7/11/2014,454,461.3,444,445.5,449.539101,291220,7865,130914777,69300,23.8,17.3,-8.5
7/14/2014,445,459.7,442.5,456.25,450.4316087,265370,7896,119531036,61571,23.2,17.2,11.25
7/15/2014,457.9,465,456.6,463.05,460.4028747,500292,7612,230335875,273736,54.72,8.4,5.15
7/16/2014,465.25,471.65,462,470.35,467.5214452,333222,10360,155788431,122547,36.78,9.65,5.1
7/17/2014,466.8,476.95,465.05,474.9,470.7104072,396467,7437,186621143,182661,46.07,11.9,8.1
7/18/2014,472,477.45,466.25,475.2,472.8312571,383388,12423,181277830,173718,45.31,11.2,3.2
7/21/2014,477,478.5,470,474.35,473.7980235,307308,4564,145601923,187367,60.97,8.5,-2.65
7/22/2014,475,487.45,472.4,485.4,481.4590083,350900,9703,168943966,100661,28.69,15.05,10.4
7/23/2014,486,488.05,476.5,483.8,483.008825,360225,7320,173991854,127745,35.46,11.55,-2.2
7/24/2014,484,487.1,477.25,485.6,482.9978995,204716,6156,98877398,40916,19.99,9.85,1.6
7/25/2014,486.7,486.7,456.2,461.9,466.1163768,525474,8987,244932037,285723,54.37,30.5,-24.8
7/28/2014,459.4,470,451.1,453.15,459.8283733,341829,10917,157182673,52861,15.46,18.9,-6.25
7/30/2014,458,458,442.25,451.35,448.2304353,318328,9459,142684298,101419,31.86,15.75,-6.65
7/31/2014,452.8,454.7,445.05,446.9,449.8428306,258479,7685,116274925,95804,37.06,9.65,-5.9
8/1/2014,445,455.05,437.55,439.5,451.3802424,1702832,16953,768624721,154520,9.07,17.5,-5.5
8/4/2014,441,448,441,446.8,445.5319506,205630,5665,91614735,36571,17.78,7,5.8
8/5/2014,450.4,458.05,444.55,456.65,452.8019938,266729,7446,120775423,67322,25.24,13.5,6.25
8/6/2014,454.8,454.8,445.45,447.35,448.7719028,271700,8675,121931326,66077,24.32,9.35,-7.45
8/7/2014,450,450,440.1,442.15,444.3000218,256448,10119,113939852,61300,23.9,9.9,-7.85
8/8/2014,438,438.1,430.5,433,432.8662681,302740,10069,131045934,116287,38.41,7.6,-5
8/11/2014,440.4,449.1,437.55,447.4,445.0883957,521360,15721,232051286,108762,20.86,11.55,7
8/12/2014,481.2,484,468.65,473.9,473.9476851,1440890,36323,682906480,290298,20.15,15.35,-7.3
8/13/2014,475.1,479.7,466.5,472.65,472.7353418,545035,15486,257657307,130979,24.03,13.2,-2.45
8/14/2014,473.25,485.7,473.25,484.6,481.5620207,592576,16808,285362096,210155,35.46,12.45,11.35
8/18/2014,488.25,505.7,488.25,503.9,499.1021845,815535,20323,407035300,245527,30.11,17.45,15.65
