Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2/2/2017,541.9,541.9,527.05,530.85,531.3596171,1405061,9462,746592675,999181,71.11,14.85,-11.05
2/3/2017,534.4,534.4,520,522.5,524.2358823,322716,9001,169179307,113020,35.02,14.4,-11.9
2/6/2017,524.5,531.35,523.7,525.3,527.4496011,228656,3103,120604516,58103,25.41,7.65,0.8
2/7/2017,527.8,527.8,501.95,506.8,510.5844299,726816,13637,371100933,264077,36.33,25.85,-21
2/8/2017,510.2,515,507,513,512.5338746,355443,5495,182176578,68604,19.3,8,2.8
2/9/2017,517.7,518.15,506.15,512.8,512.5408837,379479,5409,194498502,119948,31.61,12,-4.9
2/10/2017,512.5,514.7,506.6,509.4,510.091354,345699,7535,176338071,101231,29.28,8.1,-3.1
2/13/2017,512,513,503.8,505.4,506.6803138,286215,4109,145019506,77709,27.15,9.2,-6.6
2/14/2017,503.85,506.4,468.3,486.8,492.1289203,1242271,17605,611357486,408053,32.85,38.1,-17.05
2/15/2017,449,453.25,435,436.55,443.9098041,3628635,55437,1610786652,973017,26.81,18.25,-12.45
2/16/2017,442,447.75,436,445.9,442.9753405,968146,15786,428864804,243476,25.15,11.75,3.9
2/17/2017,448.9,456.8,442.75,452.7,451.0021964,926504,14591,417855339,273430,29.51,14.05,3.8
2/20/2017,452,458.25,449.45,455.5,454.1707872,533916,9872,242489050,167253,31.33,8.8,3.5
2/21/2017,458,462.75,454.7,458.95,459.1071443,648219,8022,297601974,270246,41.69,8.05,0.95
2/22/2017,461,466.7,456.65,460.15,462.3402648,653447,11341,302114859,175010,26.78,10.05,-0.85
2/23/2017,464,464.9,457.65,462,461.2058158,559233,8295,257921512,214168,38.3,7.25,-2
2/27/2017,465,465,455.1,457.3,458.9346995,709474,5460,325602237,423795,59.73,9.9,-7.7
2/28/2017,459.7,459.7,454.1,456.15,456.0115338,252303,3793,115053078,72702,28.82,5.6,-3.55
3/1/2017,457.5,457.5,448,449.1,451.0413995,467953,10093,211066176,198574,42.43,9.5,-8.4
3/2/2017,458.8,467.9,453.3,461.05,463.0229421,1049729,16849,486048610,276611,26.35,14.6,2.25
3/3/2017,463,467,458.7,460.1,461.7424368,420227,6121,194036639,118744,28.26,8.3,-2.9
3/6/2017,462,472.3,462,470.7,467.9283254,489685,6340,229137482,152825,31.21,10.3,8.7
3/7/2017,470.7,475.8,465.5,467.1,470.768587,507504,8725,238916941,97544,19.22,10.3,-3.6
3/8/2017,470,470,461.4,462.65,463.559824,338660,4489,156989170,79735,23.54,8.6,-7.35
3/9/2017,462.6,469.8,461.5,467.6,466.9187292,338535,5727,158068332,120942,35.73,8.3,5
3/10/2017,472,472,465.3,468.95,468.7060396,407708,10792,191095202,156784,38.45,6.7,-3.05
3/14/2017,480,482.5,468.7,469.65,473.2358388,662834,7584,313676804,197463,29.79,13.8,-10.35
3/15/2017,474.25,476.5,470.65,473.35,473.5840597,476602,5761,225711110,109190,22.91,5.85,-0.9
3/16/2017,476.9,481.5,476.15,480.4,478.432253,1833905,7463,877399301,1263445,68.89,5.35,3.5
3/17/2017,482.6,484.3,472.4,476.35,478.0865313,314915,4780,150556620,69416,22.04,11.9,-6.25
3/20/2017,477.4,478.2,471.3,476.05,474.3327737,281741,3270,133638990,47271,16.78,6.9,-1.35
3/21/2017,476,477.35,470.7,473.35,473.0168097,206191,3488,97531809,64138,31.11,6.65,-2.65
3/22/2017,471,471,458.6,459.9,464.1107751,427596,9789,198451911,187763,43.91,12.4,-11.1
3/23/2017,460.7,475.9,460.7,471.8,470.6514822,449713,7483,211658090,99538,22.13,15.2,11.1
3/24/2017,472,474.7,467.65,470.5,471.255629,313779,4392,147870120,122123,38.92,7.05,-1.5
3/27/2017,470,470,462.4,465.5,465.199664,941186,7852,437839411,670960,71.29,7.6,-4.5
3/28/2017,469.9,473.1,468,472.4,471.4240613,195210,3307,92026691,83017,42.53,5.1,2.5
3/29/2017,475,475,463.75,469.1,470.5342121,504661,5153,237460266,124249,24.62,11.25,-5.9
3/30/2017,464.7,469.7,463,468.4,467.2752475,672046,7126,314030461,415304,61.8,6.7,3.7
3/31/2017,467,472.5,464.1,465.95,468.2584792,797627,8555,373495606,265959,33.34,8.4,-1.05
4/3/2017,469,472.25,467.75,470.45,469.7137845,396149,3662,186076646,95447,24.09,4.5,1.45
4/5/2017,473,474.95,467.15,473.55,472.4488776,283721,4682,134043668,108057,38.09,7.8,0.55
4/6/2017,474.4,478.75,470.7,473.05,474.386214,469170,5412,222567780,159353,33.96,8.05,-1.35
4/7/2017,469.8,480,466.55,468,473.0569464,552994,6134,261597653,109018,19.71,13.45,-1.8
4/10/2017,470,478.15,468,475.05,473.9255075,520240,5832,246555006,116220,22.34,10.15,5.05
4/11/2017,477,478.45,471.4,472.75,474.8523807,594211,5202,282162508,188075,31.65,7.05,-4.25
4/12/2017,471.9,471.9,462.05,465.2,466.8799074,381031,4548,177895718,130090,34.14,9.85,-6.7
4/13/2017,469.35,469.35,451.2,452.95,456.9144884,663863,10049,303328623,277066,41.74,18.15,-16.4
4/17/2017,452.9,455.7,447.35,449.5,451.3474991,423227,5779,191022448,103705,24.5,8.35,-3.4
4/18/2017,450,455.8,442.5,444.1,450.1625967,428133,5523,192729463,140707,32.87,13.3,-5.9
4/19/2017,445,449.1,438.2,443.55,442.7856322,589375,7027,260966782,115148,19.54,10.9,-1.45
4/20/2017,447.9,447.9,442.5,444,445.0188957,440999,4589,196252888,84224,19.1,5.4,-3.9
4/21/2017,447.5,447.95,437,440.4,440.8640834,689180,7083,303834709,289578,42.02,10.95,-7.1
4/24/2017,440.7,449,439.05,445.1,445.2552934,502136,5256,223578712,88365,17.6,9.95,4.4
4/25/2017,447.8,447.8,443.5,445.6,445.9854796,307085,3811,136955451,106090,34.55,4.3,-2.2
4/26/2017,448.7,454.4,445.6,450.8,449.9693565,903160,6219,406394324,462460,51.2,8.8,2.1
4/27/2017,453,461.3,453,455.95,458.1941381,522463,6658,239389484,162269,31.06,8.3,2.95
4/28/2017,458.9,461.45,454.8,457.8,457.8971552,368672,4785,168813860,131877,35.77,6.65,-1.1
5/2/2017,457.8,457.8,448.9,451.65,451.5929538,381141,4430,172120590,93987,24.66,8.9,-6.15
5/3/2017,452.8,456.35,444.6,446.65,450.9917771,339662,3718,153184769,91186,26.85,11.75,-6.15
5/4/2017,447,448.8,435.35,436.5,439.6786647,514416,7050,226177740,228024,44.33,13.45,-10.5
5/5/2017,436.7,438,418.05,419.75,423.5694371,1413719,14921,598808161,652406,46.15,19.95,-16.95
5/8/2017,424.2,428.5,417.1,423.25,424.280119,512318,8551,217366342,208514,40.7,11.4,-0.95
5/9/2017,424,428.55,423.4,426.7,426.5124106,343617,4468,146556915,75599,22,5.15,2.7
5/10/2017,428,432.9,424.4,432.05,430.5442353,419054,4994,180421284,96525,23.03,8.5,4.05
5/11/2017,432.55,434.3,425.7,427.4,429.4427921,931209,6187,399900993,345332,37.08,8.6,-5.15
5/12/2017,428,433.8,427.4,430.4,430.2287339,436223,4383,187675669,69607,15.96,6.4,2.4
5/15/2017,433.6,433.6,430.05,431.85,431.5656855,364038,3288,157106309,59615,16.38,3.55,-1.75
5/16/2017,433,439.7,432.3,437.3,437.5489101,377867,3984,165335294,77663,20.55,7.4,4.3
5/17/2017,437.45,452,435.5,449.65,444.4384645,970863,9361,431488861,178338,18.37,16.5,12.2
5/18/2017,442,448.8,436,438.2,441.7516754,489585,5449,216274994,123354,25.2,12.8,-3.8
5/19/2017,444,445,435,442.95,440.7012173,334437,3731,147386793,52685,15.75,10,-1.05
5/22/2017,443,452,442.35,448.4,448.9435864,586135,6598,263141549,138126,23.57,9.65,5.4
5/23/2017,450.4,456.45,444.5,450.1,450.8692682,1072302,11508,483468018,172970,16.13,11.95,-0.3
5/24/2017,469,472.95,459.05,469.45,467.1438992,1492844,26218,697372967,427975,28.67,13.9,0.45
5/25/2017,470.3,478,465,475.45,474.1794221,1058632,10006,501981510,483325,45.66,13,5.15
5/26/2017,475,487,472.85,480.75,483.2966216,1118826,9857,540724826,405383,36.23,14.15,5.75
5/29/2017,482,484.45,472,480.4,478.138221,386808,4446,184947689,70786,18.3,12.45,-1.6
5/30/2017,482.1,486.65,479.6,481.45,484.3912212,289836,3755,140394014,64557,22.27,7.05,-0.65
5/31/2017,480.5,482.7,475,476.2,479.2317694,401166,4142,192251492,74990,18.69,7.7,-4.3
6/1/2017,477,479.75,473.6,476.4,476.4348152,302586,4707,144162505,100902,33.35,6.15,-0.6
6/2/2017,479,485.95,477.5,478.55,482.0000852,375530,5132,181005492,70952,18.89,8.45,-0.45
6/5/2017,478.2,481.4,475.4,478,478.7129179,206697,2483,98948524,37245,18.02,6,-0.2
6/6/2017,482.65,484.4,457.35,460.9,466.2498509,702667,15182,327618384,248996,35.44,27.05,-21.75
6/7/2017,464,464,453.6,457.95,457.5207611,456841,8185,209014242,144672,31.67,10.4,-6.05
6/8/2017,458.5,463.5,457.45,460.75,460.6750792,378363,5520,174302405,104270,27.56,6.05,2.25
6/9/2017,460.9,468,455.15,467.2,461.4734319,425755,5248,196474621,80478,18.9,12.85,6.3
6/12/2017,467,467,455.1,456.5,460.3545796,321767,5484,148126912,112144,34.85,11.9,-10.5
6/13/2017,457.1,458.55,448.1,449.6,452.3462069,396341,4612,179283348,133636,33.72,10.45,-7.5
6/14/2017,451,453.6,447.2,451.6,451.298095,461638,4156,208336350,59856,12.97,6.4,0.6
6/15/2017,452.95,457.95,447,448.45,451.8555965,395863,5330,178872912,103848,26.23,10.95,-4.5
6/16/2017,455.4,458.3,452.25,455.5,455.355592,558674,6820,254395330,132392,23.7,6.05,0.1
6/19/2017,455,456.6,450.9,452.3,452.8672193,345728,4660,156568878,123062,35.6,5.7,-2.7
6/20/2017,455.5,470.6,455.5,467.15,465.9882366,691383,12687,322176345,255665,36.98,15.1,11.65
6/21/2017,467,467,456,457.3,460.7436747,1317927,5074,607226529,989335,75.07,11,-9.7
6/22/2017,460,463.2,452,452.8,458.6960458,317232,4212,145513064,122983,38.77,11.2,-7.2
6/23/2017,453.1,456.55,442.4,443.1,452.7669113,84099998,10317,38077696336,83765083,99.6,14.15,-10
6/27/2017,443.15,444.2,434.4,441.55,438.6887838,275699,5626,120946059,113889,41.31,9.8,-1.6
6/28/2017,442.85,446.5,440.35,442.15,443.2619956,291898,3709,129387290,68278,23.39,6.15,-0.7
6/29/2017,445.65,446.2,433.65,435.95,440.2664618,270474,5375,119080631,117759,43.54,12.55,-9.7
6/30/2017,434.9,434.9,428,432.5,431.3831838,511744,9531,220757756,264918,51.77,6.9,-2.4
7/3/2017,433.7,434.4,426.65,430.65,430.4251098,537854,5719,231505867,133510,24.82,7.75,-3.05
7/4/2017,438,438,426.1,427.65,430.3931355,431813,5312,185849351,143406,33.21,11.9,-10.35
7/5/2017,429.9,434.25,427.55,432.05,431.5666014,367800,4708,158730196,119626,32.52,6.7,2.15
7/6/2017,435,438.8,433.85,437.1,436.8667986,279419,5428,122068884,124517,44.56,4.95,2.1
7/7/2017,433,441.3,432.5,436.8,437.3779541,277875,4883,121536399,94577,34.04,8.8,3.8
7/10/2017,441.7,457.5,441.7,446.75,447.059469,3343876,42562,1494911429,2103613,62.91,15.8,5.05
7/11/2017,451.25,462.25,451.25,456.95,457.3173328,1257434,14959,575046363,728443,57.93,11,5.7
7/12/2017,462,463.8,456.9,460.95,460.3685586,392673,6722,180774303,159274,40.56,6.9,-1.05
7/13/2017,464.15,465,455.55,458.4,459.4516457,256544,3768,117869563,84135,32.8,9.45,-5.75
7/14/2017,459.1,460,451,451.9,454.0449551,202313,3091,91859197,68219,33.72,9,-7.2
7/17/2017,453.05,458.35,453.05,454.3,455.284643,181617,3457,82687431,71650,39.45,5.3,1.25
7/18/2017,454,459,452.1,456.05,456.7008045,144805,2680,66132560,66732,46.08,6.9,2.05
7/19/2017,454,462.8,453.5,460.55,459.3941327,224975,4454,103352195,99261,44.12,9.3,6.55
7/20/2017,463,464.1,457.3,460.2,460.3104975,219538,3947,101055646,90525,41.23,6.8,-2.8
7/21/2017,460,465.9,457.55,464.6,462.0852744,327519,3926,151341707,105732,32.28,8.35,4.6
7/24/2017,461,468,461,463.6,464.3923112,258063,3608,119842473,76302,29.57,7,2.6
7/25/2017,468,468,454.7,456.15,457.797143,263910,5163,120817244,123058,46.63,13.3,-11.85
7/26/2017,457,458.7,455,456.75,455.6383627,769149,3505,350453791,118821,15.45,3.7,-0.25
7/27/2017,461,461,441.4,445.65,451.3798812,449480,6784,202886229,197046,43.84,19.6,-15.35
7/28/2017,445,447.95,442.65,446.3,445.0594939,351885,3702,156609760,104195,29.61,5.3,1.3
7/31/2017,446,449.35,443.75,444.5,446.6089085,240220,3008,107284392,89591,37.3,5.6,-1.5
8/1/2017,445,452.25,445,446.9,448.7994431,465788,4701,209045395,95152,20.43,7.25,1.9
8/2/2017,449.85,450,435,439.5,441.4647762,513133,5203,226530145,305622,59.56,15,-10.35
8/3/2017,440.5,441.6,430.2,431.85,431.8503553,1841235,13603,795137989,1244958,67.62,11.4,-8.65
8/4/2017,431,438.85,431,435.1,434.8859903,1340403,4399,582922486,1055033,78.71,7.85,4.1
8/7/2017,439.7,440,426,430.45,431.1718801,412555,5521,177882115,128118,31.05,14,-9.25
8/8/2017,432,435.35,425.9,430.4,430.5947327,466576,5992,200905168,139261,29.85,9.45,-1.6
8/9/2017,428.5,430.15,415,416.75,421.4108118,779946,12866,328677677,243363,31.2,15.15,-11.75
8/10/2017,399.9,404,376,380.9,387.673017,2401602,33632,931036293,787522,32.79,28,-19
8/11/2017,377.9,379.95,357.95,374.4,371.7105486,1122665,16306,417306423,275288,24.52,22,-3.5
8/14/2017,380,381.85,372.6,375.65,376.0961508,589792,9668,221818501,219606,37.23,9.25,-4.35
8/16/2017,380,390.1,376,389.05,383.4349815,727516,9545,278955084,140523,19.32,14.1,9.05
8/17/2017,392,393.9,384.1,385.05,387.9888944,653997,7300,253743573,173993,26.6,9.8,-6.95
8/18/2017,384,384,377.25,380.7,380.1325977,574271,6972,218299127,139530,24.3,6.75,-3.3
8/21/2017,382,382.85,372.1,374.55,377.1340179,595249,6139,224488647,138645,23.29,10.75,-7.45
8/22/2017,377.35,379.9,372.35,373.35,375.6986474,558419,5293,209797263,122924,22.01,7.55,-4
8/23/2017,375.5,381.3,373.2,380.1,378.1069991,468387,4173,177100403,64314,13.73,8.1,4.6
8/24/2017,382,385.6,380.5,384,383.9459846,464238,5050,178242316,116177,25.03,5.1,2
8/28/2017,385.7,387.25,378.7,379.2,380.8386928,377373,4277,143718240,129559,34.33,8.55,-6.5
8/29/2017,379.2,382.45,375,376.35,378.0140756,278851,3734,105409603,82533,29.6,7.45,-2.85
8/30/2017,379.2,382.75,377.6,378.55,379.8757423,251767,3434,95640176,93260,37.04,5.15,-0.65
8/31/2017,378,380.7,376,376.6,378.0036999,177033,2522,66919129,,,4.7,-1.4
9/1/2017,379,392.5,378.9,390.7,385.7830692,536632,6261,207023540,172840,32.21,13.6,11.7
9/4/2017,393.95,396.05,381.4,384.4,388.4932187,648771,7555,252043134,215680,33.24,14.65,-9.55
9/5/2017,386,388.9,383.5,387.4,386.4977001,340022,3426,131417721,105054,30.9,5.4,1.4
9/6/2017,383.35,386.45,382.5,383.4,384.0557784,270015,2887,103700821,74208,27.48,3.95,0.05
9/7/2017,384,384.8,376.1,378.9,378.7452017,654612,10028,247931154,329547,50.34,8.7,-5.1
9/8/2017,380,381.7,374,375.05,377.3735958,524053,7258,197763765,168193,32.09,7.7,-4.95
9/11/2017,380,380.8,374.3,375.4,376.9021179,273809,3437,103199192,130291,47.58,6.5,-4.6
9/12/2017,378,389,375.5,387.2,382.4447343,576144,6329,220343239,209104,36.29,13.5,9.2
9/13/2017,391.55,393.7,387.3,389.8,391.0395553,829294,7540,324286757,285640,34.44,6.4,-1.75
9/14/2017,391.45,405.6,391,403.9,400.1332214,1398319,10577,559513886,343898,24.59,14.6,12.45
9/15/2017,403.7,406.2,399.55,401.25,402.4274227,741795,6921,298518650,158551,21.37,6.65,-2.45
9/18/2017,411.3,413.9,403.55,405.35,407.9715156,750585,6618,306217300,177721,23.68,10.35,-5.95
9/19/2017,415,428.2,415,423.9,421.5545833,48383244,38746,20396178265,38943937,80.49,13.2,8.9
9/20/2017,424.4,424.4,413.1,415.5,416.2844503,453886,5947,188945684,144035,31.73,11.3,-8.9
9/21/2017,416.9,418.8,408.9,413.3,413.6147554,388130,4763,160536295,110864,28.56,9.9,-3.6
9/22/2017,414.75,421.6,409.65,411.2,416.6920336,841436,7646,350619678,152588,18.13,11.95,-3.55
9/25/2017,413,418.9,404.6,408.2,409.2100758,412851,4271,168942789,92367,22.37,14.3,-4.8
9/26/2017,409,413.7,403.85,410.9,409.8181426,345628,5233,141644625,71435,20.67,9.85,1.9
9/27/2017,411,414.3,401.95,403.9,406.8844569,330950,3572,134658411,73138,22.1,12.35,-7.1
9/28/2017,407.4,407.4,399,401.1,402.5313627,256563,3154,103274654,68264,26.61,8.4,-6.3
9/29/2017,400.3,404.05,397.95,401.25,401.1659322,431845,3543,173241502,70305,16.28,6.1,0.95
10/3/2017,428.25,428.25,415.25,416.4,419.5302777,733114,9031,307563520,149573,20.4,13,-11.85
10/4/2017,418,425,412.75,423.4,419.3371888,462809,7483,194073025,151505,32.74,12.25,5.4
10/5/2017,425,426,420.3,423.15,423.2225871,353857,4187,149760275,65958,18.64,5.7,-1.85
10/6/2017,422.9,425.9,415.8,424.2,422.896797,309894,3608,131053180,62342,20.12,10.1,1.3
10/9/2017,425.1,432.2,423.3,425.9,427.7660645,336362,4843,143884249,76652,22.79,8.9,0.8
10/10/2017,424,429,422.1,423.8,425.0046283,246097,2764,104592364,53162,21.6,6.9,-0.2
10/11/2017,421.15,424.9,413.4,415.25,419.3702152,296017,3261,124140713,76438,25.82,11.5,-5.9
10/12/2017,415.5,421.85,409.95,420.3,415.5556343,423345,4186,175923400,57514,13.59,11.9,4.8
10/13/2017,422,428.9,419.2,424.45,425.6942542,457236,4616,194642738,101860,22.28,9.7,2.45
10/16/2017,426,437.95,426,436.55,433.0290946,525906,6046,227732599,181821,34.57,11.95,10.55
10/17/2017,437.4,437.4,430.75,432,432.6487376,291426,3153,126085091,63883,21.92,6.65,-5.4
10/18/2017,434,437.6,427.3,433.55,432.6163152,297257,3141,128598228,64994,21.86,10.3,-0.45
10/19/2017,433.45,433.45,424.05,427.25,429.1833477,143416,2171,61551759,76380,53.26,9.4,-6.2
10/23/2017,428.2,430.75,420.95,422.3,424.282512,279220,3551,118468163,78935,28.27,9.8,-5.9
10/24/2017,422,428.8,415,415.8,417.2594405,449579,4892,187591082,223902,49.8,13.8,-6.2
10/25/2017,420,424.25,415.4,422,420.2495285,265084,4295,111401426,67010,25.28,8.85,2
10/26/2017,420.55,422.25,417.5,419.35,419.8185723,247939,2905,104089397,75145,30.31,4.75,-1.2
10/27/2017,421,434,421,430.05,429.1238025,472018,6344,202554159,159210,33.73,13,9.05
10/30/2017,430,439.9,428.75,435.8,436.2994911,443873,4935,193661564,104504,23.54,11.15,5.8
10/31/2017,437.15,438.5,427.15,428.55,431.0375633,537759,5318,231794329,166107,30.89,11.35,-8.6
11/1/2017,430.05,439.8,428.8,436.75,436.1595155,418931,4841,182720742,88032,21.01,11,6.7
11/2/2017,436.7,440.3,430,434.8,435.1512417,393648,5533,171296416,68261,17.34,10.3,-1.9
11/3/2017,435.1,448.5,432.9,446.9,441.6523555,625153,6197,276100295,191381,30.61,15.6,11.8
11/6/2017,448.05,466.95,443.65,461.55,457.7145814,1122495,13476,513782329,270725,24.12,23.3,13.5
11/7/2017,458,465.8,447,451.9,457.9859492,692700,10203,317246867,175251,25.3,18.8,-6.1
11/8/2017,451,455.5,431.5,438.7,444.8176671,790340,7869,351557195,188720,23.88,24,-12.3
11/9/2017,443.5,451.25,426,440.3,441.5475534,3182360,24735,1405163272,567156,17.82,25.25,-3.2
11/10/2017,440.85,440.85,420.15,422.65,427.8017926,2415046,29795,1033161008,1061006,43.93,20.7,-18.2
11/13/2017,427,428,416.1,418.2,422.1534463,724312,7851,305770807,240714,33.23,11.9,-8.8
11/14/2017,419.7,422,411.25,414.55,416.1669059,516824,7237,215085045,132137,25.57,10.75,-5.15
11/15/2017,413.95,417.55,407,408.6,411.7321379,732963,11028,301784423,249640,34.06,10.55,-5.35
11/16/2017,410.1,415.8,410.1,413.5,413.8405806,450604,5482,186478221,173568,38.52,5.7,3.4
11/17/2017,418.2,423,417.05,421.45,420.3144725,498829,4749,209665048,144447,28.96,5.95,3.25
11/20/2017,421.55,425.35,420.3,422.4,422.4828637,350660,2940,148147841,81659,23.29,5.05,0.85
11/21/2017,425.4,429.9,422.7,424.25,425.8080598,765624,5305,326008870,302640,39.53,7.2,-1.15
11/22/2017,424.4,432.95,424.4,428.25,428.4420032,775302,5055,332171942,310295,40.02,8.55,3.85
11/23/2017,428.9,430.85,422.85,426.1,427.1028818,332187,3220,141878025,61928,18.64,8,-2.8
11/24/2017,426,429.8,424.05,424.95,426.8510072,336043,2990,143440293,62891,18.72,5.75,-1.05
11/27/2017,422.2,424.9,418,421.15,421.0132134,389757,3717,164092847,123531,31.69,6.9,-1.05
11/28/2017,418.2,422,414.8,415.95,418.5242751,365354,6331,152909518,130651,35.76,7.2,-2.25
11/29/2017,415.95,419.55,412.1,414.25,416.4447402,293079,4941,122051208,117067,39.94,7.45,-1.7
11/30/2017,411.1,412,402.95,404.65,407.6652813,677811,7994,276320012,296272,43.71,9.05,-6.45
12/1/2017,409.1,410.5,396.75,399.15,404.7495406,803276,7847,325125592,266549,33.18,13.75,-9.95
12/4/2017,408,411,402,403.4,406.0638027,577311,5813,234425100,133329,23.09,9,-4.6
12/5/2017,404,405.9,396.8,402.35,400.1327277,638608,6551,255527961,158071,24.75,9.1,-1.65
12/6/2017,402,402.7,395,396.8,398.4523367,417344,4671,166291692,113287,27.14,7.7,-5.2
12/7/2017,403,405.3,397.2,402.15,401.606926,593359,5478,238297084,107243,18.07,8.1,-0.85
12/8/2017,406.75,413.7,406.5,411.05,410.3370885,2497430,8957,1024788155,1913304,76.61,7.2,4.3
12/11/2017,412,415.35,409.3,410.2,411.7279953,368376,3874,151670712,95484,25.92,6.05,-1.8
12/12/2017,411,415.7,405.55,405.7,408.0560026,1407417,4420,574304955,1028433,73.07,10.15,-5.3
12/13/2017,406.25,409.7,400,401.85,405.479269,409532,4284,166056736,95481,23.31,9.7,-4.4
12/14/2017,403.35,404.2,398.55,402.8,401.2475601,285975,3260,114746771,100044,34.98,5.65,-0.55
12/15/2017,406.2,409,404.05,405.15,406.1181202,325973,3559,132383542,126088,38.68,4.95,-1.05
12/18/2017,401.7,409.6,389.75,405.5,403.9273831,528293,4933,213392009,84623,16.02,19.85,3.8
12/19/2017,408.9,420.4,408,419.25,413.7545935,922779,5653,381804050,537758,58.28,12.4,10.35
12/20/2017,422,427.5,419.3,421.95,424.3795831,710303,6589,301438091,175574,24.72,8.2,-0.05
12/21/2017,422.55,426.1,418.95,420.25,421.7288896,330655,3091,139446766,81237,24.57,7.15,-2.3
12/22/2017,421,425.95,420.3,421.9,423.2999305,352495,3190,149211109,99945,28.35,5.65,0.9
12/26/2017,422.1,424.7,421.3,423.6,423.0955769,177365,1828,75042347,59790,33.71,3.4,1.5
12/27/2017,425,427.95,420.35,422.5,425.0167899,217274,2582,92345098,69747,32.1,7.6,-2.5
12/28/2017,424,424,416.25,418.4,420.6412413,222704,2654,93678487,96078,43.14,7.75,-5.6
12/29/2017,418.5,432.5,417.4,431.2,426.4480901,552476,5574,235602335,173440,31.39,15.1,12.7
1/1/2018,432.2,436.45,422.85,425.4,432.2092648,524326,4448,226618555,203839,38.88,13.6,-6.8
1/2/2018,429.7,440.2,422.1,438.85,434.1830709,1316818,10506,571740083,482875,36.67,18.1,9.15
1/3/2018,439.5,441.45,432.25,433.2,435.474828,526955,5064,229475638,135194,25.66,9.2,-6.3
1/4/2018,430,433,426.05,429.7,429.0791255,430531,4617,184731865,86674,20.13,6.95,-0.3
1/5/2018,432,436.3,430.1,430.8,432.439869,358825,3393,155170236,142692,39.77,6.2,-1.2
1/8/2018,433.7,436.4,431.8,433.7,434.1327394,377823,3678,164025334,98214,25.99,4.6,0
1/9/2018,434.75,443.55,433.35,436.55,438.7327458,611751,7169,268395196,143019,23.38,10.2,1.8
1/10/2018,438.85,439.4,431.5,432.5,434.588261,308664,3376,134141751,85163,27.59,7.9,-6.35
1/11/2018,432.55,437.5,432.55,434.45,435.5812453,199587,2551,86936354,73100,36.63,4.95,1.9
1/12/2018,438.3,440.9,432.15,436.15,436.5089987,338549,3788,147779685,82484,24.36,8.75,-2.15
1/15/2018,438.7,439.9,430.3,431.75,435.3359244,221532,2704,96440838,73796,33.31,9.6,-6.95
1/16/2018,432,435.3,420,421.8,425.6131265,437771,3680,186321084,159924,36.53,15.3,-10.2
1/17/2018,422.85,425,410.8,422.75,416.0168276,2714535,5455,1129292239,1786041,65.8,14.2,-0.1
1/18/2018,422.35,427.75,414.8,418.8,421.1930435,439932,4516,185296298,111844,25.42,12.95,-3.55
1/19/2018,419.75,421.9,415.2,418.95,418.09828,239133,2484,99981096,62861,26.29,6.7,-0.8
1/22/2018,419,424.2,418.65,421.55,421.716343,156097,1759,65828656,53043,33.98,5.55,2.55
1/23/2018,422.1,422.1,414.75,418.05,417.9690054,365515,5888,152773941,153847,42.09,7.35,-4.05
1/24/2018,417.75,417.75,402.5,403.6,407.3670104,765278,13251,311749011,353150,46.15,15.25,-14.15
1/25/2018,402.25,408,399,400.2,402.8208118,559942,8787,225556291,222200,39.68,9,-2.05
1/29/2018,401.15,406,398.05,399.3,402.5825142,335015,4304,134871181,119775,35.75,7.95,-1.85
1/30/2018,399.1,402.2,395.3,396.2,398.7402241,407917,5474,162652916,139253,34.14,6.9,-2.9
1/31/2018,396.2,401,395.75,399.25,398.3271314,348600,4579,138856838,93203,26.74,5.25,3.05
2/1/2018,401,403.85,391.05,394.65,398.5285183,551822,6149,219916804,133747,24.24,12.8,-6.35
2/2/2018,391,397.25,381.65,384.05,388.6288552,649423,8718,252384517,257626,39.67,15.6,-6.95
2/5/2018,381.65,398.4,380.45,396.05,392.0021089,723112,9191,283461429,203501,28.14,17.95,14.4
2/6/2018,368,379.6,357,374.45,370.7504673,2009877,24120,745162837,523929,26.07,22.6,6.45
2/7/2018,388,388,375.3,377.5,382.4446496,1890021,13086,722828419,1141420,60.39,12.7,-10.5
2/8/2018,381,381,372.7,374.85,376.1286841,1041768,9099,391838827,544849,52.3,8.3,-6.15
2/9/2018,370,373.1,368.5,369.2,370.2811553,614888,9129,227681439,202614,32.95,4.6,-0.8
2/12/2018,372,376.25,370.35,372.45,372.8908922,469444,5325,175051392,172926,36.84,5.9,0.45
2/14/2018,373.9,382.4,371.2,376.85,376.416338,600577,6371,226066995,167001,27.81,11.2,2.95
2/15/2018,379,382.4,373.85,376.15,378.461483,585612,5342,221631586,138629,23.67,8.55,-2.85
2/16/2018,377.25,379.4,368.3,370.55,372.000028,500663,5247,186246650,137246,27.41,11.1,-6.7
2/19/2018,371.95,374,363.5,367.75,368.1767734,431513,4662,158873064,115764,26.83,10.5,-4.2
2/20/2018,370,370.7,366.5,368.9,368.730411,228993,3137,84436683,70432,30.76,4.2,-1.1
2/21/2018,370.3,374,363,364.35,365.0671878,454904,11900,166070524,184690,40.6,11,-5.95
2/22/2018,364,364,357.9,358.55,360.0435765,451987,5950,162735016,165071,36.52,6.1,-5.45
